satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
2,3,2,2,4,3,E_178,4,Non,20 %,178,36,M,4941,Divorcé(e),Consulting,Tech Lead,6,80,7,3,2,Non,2,0,1,6,2,Transformation Digitale,Y,Occasionnel,0,1
1,1,3,4,4,3,E_179,3,Non,15 %,179,51,M,10650,Célibataire,Consulting,Tech Lead,2,80,18,4,2,Oui,0,2,1,8,4,Infra & Cloud,Y,Frequent,0,3
4,2,2,3,3,4,E_182,3,Non,14 %,182,39,F,5902,Marié(e),Commercial,Cadre Commercial,4,80,17,15,11,Non,1,1,1,4,4,Infra & Cloud,Y,Occasionnel,5,9
1,2,2,3,4,3,E_183,3,Non,18 %,183,25,M,8639,Marié(e),Commercial,Cadre Commercial,2,80,6,2,2,Non,0,3,1,28,3,Infra & Cloud,Y,Occasionnel,2,2
3,3,2,4,4,1,E_184,3,Oui,19 %,184,30,M,6347,Marié(e),Ressources Humaines,Ressources Humaines,0,80,12,11,9,Non,0,2,1,9,3,Ressources Humaines,Y,Occasionnel,4,7
1,3,1,1,1,4,E_190,4,Non,22 %,190,32,F,4200,Célibataire,Consulting,Consultant,7,80,10,5,4,Oui,0,2,1,9,3,Transformation Digitale,Y,Occasionnel,0,4
3,3,1,4,2,2,E_192,3,Non,13 %,192,45,M,3452,Célibataire,Consulting,Assistant de Direction,5,80,9,6,5,Non,0,2,1,29,3,Transformation Digitale,Y,Occasionnel,0,3
4,3,2,3,2,3,E_193,4,Oui,20 %,193,38,F,4317,Célibataire,Consulting,Assistant de Direction,3,80,19,3,2,Non,0,2,1,3,5,Entrepreunariat,Y,Occasionnel,2,2
1,3,1,3,3,2,E_194,3,Non,14 %,194,30,F,2632,Célibataire,Consulting,Assistant de Direction,1,80,5,5,4,Non,0,4,1,18,3,Infra & Cloud,Y,Occasionnel,0,4
4,1,2,4,4,4,E_195,3,Non,17 %,195,32,M,4668,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,Non,3,2,1,9,2,Transformation Digitale,Y,Frequent,0,7
4,3,1,1,4,3,E_197,3,Non,14 %,197,30,F,3204,Divorcé(e),Consulting,Assistant de Direction,5,80,8,3,2,Non,1,3,1,5,3,Entrepreunariat,Y,Occasionnel,2,2
2,2,1,4,4,3,E_198,3,Non,13 %,198,30,M,2720,Célibataire,Consulting,Consultant,0,80,6,5,3,Non,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,1,2
4,2,4,1,2,2,E_199,3,Non,13 %,199,41,M,17181,Divorcé(e),Consulting,Senior Manager,4,80,21,7,6,Non,1,2,1,10,3,Infra & Cloud,Y,Frequent,7,7
3,3,1,1,4,3,E_200,4,Non,21 %,200,41,M,2238,Marié(e),Consulting,Consultant,2,80,7,5,0,Non,1,2,1,9,4,Infra & Cloud,Y,Occasionnel,1,4
2,3,1,2,4,3,E_201,3,Non,14 %,201,19,F,1483,Célibataire,Consulting,Consultant,1,80,1,1,0,Non,0,3,1,3,1,Transformation Digitale,Y,Occasionnel,0,0
2,3,2,2,1,3,E_202,3,Non,11 %,202,40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,80,20,20,7,Non,1,2,1,26,3,Transformation Digitale,Y,Frequent,2,13
3,3,3,2,1,3,E_204,3,Non,13 %,204,35,M,7295,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,2,3,1,1,5,Marketing,Y,Occasionnel,0,6
2,3,2,3,4,1,E_205,4,Oui,20 %,205,53,M,2306,Marié(e),Commercial,Représentant Commercial,2,80,13,7,7,Non,1,3,1,6,2,Marketing,Y,Occasionnel,4,5
2,3,2,2,3,1,E_206,3,Non,18 %,206,45,M,2348,Divorcé(e),Consulting,Consultant,8,80,20,17,9,Non,1,2,1,9,3,Infra & Cloud,Y,Occasionnel,0,15
2,3,3,4,4,3,E_207,3,Non,14 %,207,32,F,8998,Célibataire,Commercial,Cadre Commercial,1,80,9,9,8,Non,0,2,1,8,3,Marketing,Y,Frequent,3,7
4,3,2,3,1,3,E_208,3,Non,13 %,208,29,M,4319,Marié(e),Consulting,Tech Lead,1,80,10,10,7,Non,1,1,1,1,1,Entrepreunariat,Y,Aucun,0,9
2,2,2,3,3,3,E_211,3,Non,17 %,211,51,M,6132,Marié(e),Consulting,Tech Lead,2,80,10,1,0,Non,0,2,1,7,4,Transformation Digitale,Y,Occasionnel,0,0
2,2,1,2,2,2,E_214,4,Oui,20 %,214,58,F,3346,Marié(e),Consulting,Assistant de Direction,4,80,9,1,0,Non,1,3,1,9,3,Transformation Digitale,Y,Occasionnel,0,0
3,2,3,4,1,2,E_215,3,Non,11 %,215,40,M,10855,Marié(e),Commercial,Cadre Commercial,7,80,15,12,11,Non,1,2,1,4,4,Marketing,Y,Occasionnel,2,11
3,3,1,3,4,3,E_216,3,Non,18 %,216,34,F,2231,Marié(e),Commercial,Représentant Commercial,6,80,6,4,3,Non,1,3,1,2,4,Marketing,Y,Frequent,1,2
3,3,1,4,1,3,E_217,4,Non,24 %,217,22,M,2323,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,Non,2,6,1,19,1,Transformation Digitale,Y,Occasionnel,2,2
4,3,1,2,4,1,E_218,3,Non,18 %,218,27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,80,6,2,2,Non,1,1,1,9,3,Transformation Digitale,Y,Aucun,2,2
3,3,1,4,3,1,E_221,3,Non,11 %,221,28,M,2713,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,Non,1,2,1,21,3,Transformation Digitale,Y,Occasionnel,0,2
3,4,3,4,2,1,E_223,3,Oui,16 %,223,57,M,9439,Divorcé(e),Consulting,Manager,3,80,12,5,3,Non,1,2,1,24,2,Infra & Cloud,Y,Occasionnel,1,4
3,2,1,3,4,2,E_224,3,Oui,15 %,224,27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,1,Non,1,2,1,3,3,Transformation Digitale,Y,Aucun,0,1
3,3,5,2,2,3,E_226,3,Non,15 %,226,50,F,19926,Célibataire,Consulting,Senior Manager,3,80,21,5,4,Non,0,5,1,11,3,Infra & Cloud,Y,Occasionnel,4,4
1,3,1,3,1,3,E_227,3,Non,12 %,227,41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,80,13,9,8,Non,1,2,1,14,3,Infra & Cloud,Y,Occasionnel,1,8
2,3,3,4,3,3,E_228,3,Non,12 %,228,30,F,9419,Marié(e),Commercial,Cadre Commercial,2,80,12,10,9,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,7,4
1,2,2,4,3,4,E_230,4,Non,22 %,230,38,F,8686,Célibataire,Commercial,Cadre Commercial,4,80,12,8,3,Non,0,2,1,1,4,Infra & Cloud,Y,Occasionnel,0,7
3,3,1,3,1,3,E_231,4,Non,20 %,231,32,M,3038,Célibataire,Consulting,Assistant de Direction,3,80,8,5,4,Non,0,2,1,6,5,Infra & Cloud,Y,Occasionnel,1,4
3,3,1,2,4,2,E_233,3,Oui,16 %,233,27,M,3058,Marié(e),Consulting,Assistant de Direction,0,80,6,5,2,Non,1,3,1,17,3,Entrepreunariat,Y,Occasionnel,1,1
3,1,1,1,1,4,E_235,4,Non,21 %,235,19,F,2325,Célibataire,Commercial,Représentant Commercial,0,80,1,0,0,Oui,0,5,1,1,1,Entrepreunariat,Y,Frequent,0,0
4,3,1,2,3,2,E_238,3,Non,12 %,238,36,M,2088,Célibataire,Consulting,Consultant,4,80,13,8,7,Non,0,3,1,3,2,Transformation Digitale,Y,Frequent,7,2
3,3,2,1,3,3,E_239,3,Non,11 %,239,30,M,3072,Divorcé(e),Consulting,Consultant,1,80,12,12,9,Non,2,4,1,9,3,Transformation Digitale,Y,Aucun,6,10
3,3,2,1,1,4,E_240,3,Oui,11 %,240,45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,80,9,5,4,Non,1,3,1,4,2,Infra & Cloud,Y,Occasionnel,0,3
3,3,1,1,3,3,E_241,3,Oui,18 %,241,56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,80,19,2,2,Non,1,3,1,8,3,Infra & Cloud,Y,Occasionnel,2,2
3,3,1,4,1,4,E_242,3,Non,14 %,242,33,M,2500,Célibataire,Consulting,Assistant de Direction,0,80,4,3,1,Non,0,2,1,2,3,Infra & Cloud,Y,Occasionnel,0,2
2,2,1,4,3,2,E_243,4,Non,22 %,243,19,M,1102,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,1,0
2,3,3,1,3,3,E_244,4,Non,25 %,244,46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,80,24,24,13,Non,3,2,1,1,2,Marketing,Y,Occasionnel,15,7
3,3,1,4,3,3,E_245,3,Non,12 %,245,38,F,2288,Célibataire,Consulting,Consultant,1,80,2,2,2,Non,0,3,1,9,2,Infra & Cloud,Y,Occasionnel,2,1
3,3,1,4,3,3,E_246,4,Oui,23 %,246,31,F,3929,Marié(e),Consulting,Assistant de Direction,8,80,7,4,2,Non,1,0,1,12,1,Transformation Digitale,Y,Occasionnel,0,2
4,3,1,2,4,3,E_247,3,Non,15 %,247,34,F,2311,Célibataire,Consulting,Assistant de Direction,2,80,9,3,2,Non,0,3,1,27,2,Transformation Digitale,Y,Occasionnel,1,2
2,3,1,2,4,2,E_248,4,Oui,22 %,248,41,F,3140,Célibataire,Commercial,Représentant Commercial,1,80,4,4,3,Oui,0,5,1,20,2,Marketing,Y,Occasionnel,0,2
3,2,1,3,4,2,E_249,3,Non,15 %,249,50,M,3690,Marié(e),Consulting,Consultant,2,80,5,3,2,Non,1,2,1,1,3,Transformation Digitale,Y,Occasionnel,0,2
4,4,2,1,3,3,E_250,3,Non,11 %,250,53,F,4450,Divorcé(e),Consulting,Tech Lead,1,80,5,4,2,Non,2,3,1,13,2,Transformation Digitale,Y,Occasionnel,1,3
4,3,1,2,4,3,E_252,3,Non,13 %,252,33,F,2756,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,Non,1,5,1,14,3,Transformation Digitale,Y,Occasionnel,1,6
4,3,5,3,2,3,E_253,3,Non,14 %,253,40,F,19033,Marié(e),Consulting,Senior Manager,1,80,21,20,8,Non,1,2,1,4,1,Transformation Digitale,Y,Occasionnel,9,9
3,4,5,2,4,3,E_254,3,Non,11 %,254,55,M,18722,Célibataire,Consulting,Directeur Technique,8,80,36,24,15,Non,0,3,1,14,4,Transformation Digitale,Y,Occasionnel,2,15
4,2,2,3,3,2,E_256,3,Non,17 %,256,34,M,9547,Marié(e),Consulting,Tech Lead,1,80,10,10,9,Non,0,2,1,2,1,Infra & Cloud,Y,Frequent,1,9
4,3,4,2,3,3,E_258,3,Non,18 %,258,51,F,13734,Célibataire,Consulting,Manager,3,80,21,7,7,Non,0,6,1,3,3,Transformation Digitale,Y,Occasionnel,1,0
3,2,5,3,1,3,E_259,3,Non,14 %,259,52,M,19999,Marié(e),Consulting,Senior Manager,0,80,34,33,18,Non,1,5,1,1,4,Infra & Cloud,Y,Occasionnel,11,9
4,3,1,2,4,2,E_260,3,Non,16 %,260,27,F,2279,Célibataire,Consulting,Assistant de Direction,1,80,7,7,7,Non,0,2,1,9,3,Transformation Digitale,Y,Occasionnel,0,3
2,2,2,3,1,3,E_261,3,Oui,13 %,261,35,M,5916,Marié(e),Consulting,Tech Lead,3,80,8,1,0,Oui,0,1,1,23,2,Infra & Cloud,Y,Occasionnel,0,1
4,4,1,4,4,4,E_262,3,Non,14 %,262,43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,80,7,5,4,Non,3,3,1,7,3,Transformation Digitale,Y,Aucun,2,2
1,2,4,4,4,3,E_264,4,Non,23 %,264,45,M,16792,Marié(e),Consulting,Senior Manager,9,80,22,20,8,Non,1,1,1,2,2,Transformation Digitale,Y,Aucun,11,8
2,4,1,1,1,2,E_267,3,Oui,12 %,267,37,M,3564,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,Non,1,3,1,21,3,Infra & Cloud,Y,Occasionnel,1,7
2,3,2,2,4,3,E_269,3,Non,11 %,269,35,F,4425,Célibataire,Consulting,Consultant,5,80,10,6,2,Non,0,5,1,2,3,Transformation Digitale,Y,Frequent,1,2
3,3,2,3,2,3,E_270,3,Non,16 %,270,42,F,5265,Divorcé(e),Consulting,Tech Lead,2,80,11,5,3,Non,1,5,1,21,2,Transformation Digitale,Y,Aucun,0,2
4,3,2,3,2,3,E_271,3,Non,14 %,271,38,M,6553,Marié(e),Consulting,Tech Lead,9,80,14,1,0,Non,0,3,1,2,4,Infra & Cloud,Y,Occasionnel,0,0
4,3,2,4,1,1,E_273,3,Non,18 %,273,38,M,6261,Marié(e),Consulting,Tech Lead,3,80,9,7,7,Non,1,3,1,29,3,Entrepreunariat,Y,Occasionnel,1,7
3,2,2,1,3,3,E_274,3,Non,19 %,274,27,M,4298,Marié(e),Consulting,Tech Lead,5,80,6,2,2,Non,1,1,1,1,1,Entrepreunariat,Y,Frequent,2,0
4,3,2,4,1,3,E_275,3,Oui,15 %,275,49,M,6804,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,Non,2,0,1,18,4,Infra & Cloud,Y,Aucun,1,7
4,3,1,3,4,4,E_277,3,Oui,17 %,277,34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,1,4,1,10,4,Transformation Digitale,Y,Frequent,2,0
3,3,2,4,3,4,E_281,3,Oui,15 %,281,40,M,2741,Marié(e),Consulting,Consultant,8,80,15,7,2,Non,1,2,1,19,2,Transformation Digitale,Y,Occasionnel,3,7
2,3,2,1,2,3,E_282,3,Oui,19 %,282,38,M,6673,Marié(e),Consulting,Manager,7,80,17,1,0,Oui,0,2,1,29,1,Transformation Digitale,Y,Occasionnel,0,0
2,3,3,4,4,2,E_283,4,Non,22 %,283,29,F,7639,Marié(e),Commercial,Cadre Commercial,1,80,10,10,4,Oui,3,3,1,27,3,Marketing,Y,Occasionnel,1,9
4,4,1,2,1,2,E_284,3,Oui,16 %,284,22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,2,2
2,3,1,4,1,3,E_286,3,Non,13 %,286,36,F,2153,Célibataire,Consulting,Consultant,1,80,8,8,1,Non,0,2,1,18,1,Transformation Digitale,Y,Frequent,1,7
4,2,2,4,4,1,E_287,3,Non,14 %,287,40,M,4876,Marié(e),Consulting,Manager,9,80,5,3,2,Non,1,5,1,9,5,Infra & Cloud,Y,Aucun,0,2
4,3,3,1,3,3,E_288,3,Non,16 %,288,46,M,9396,Divorcé(e),Consulting,Manager,7,80,17,4,2,Non,1,3,1,1,4,Transformation Digitale,Y,Occasionnel,0,3
4,1,3,4,3,2,E_291,3,Non,11 %,291,32,M,10400,Marié(e),Commercial,Cadre Commercial,1,80,14,14,8,Oui,0,2,1,4,4,Transformation Digitale,Y,Occasionnel,9,8
3,2,3,3,3,3,E_292,4,Non,22 %,292,30,M,8474,Célibataire,Consulting,Tech Lead,1,80,12,11,8,Non,0,2,1,1,1,Infra & Cloud,Y,Aucun,5,8
4,3,2,3,4,3,E_293,3,Non,14 %,293,27,F,9981,Célibataire,Commercial,Cadre Commercial,1,80,7,7,7,Non,0,2,1,20,3,Infra & Cloud,Y,Frequent,0,7
2,2,3,2,4,1,E_296,3,Non,16 %,296,51,M,12490,Marié(e),Consulting,Directeur Technique,5,80,16,10,9,Non,2,5,1,8,4,Infra & Cloud,Y,Occasionnel,4,7
4,3,1,1,3,3,E_297,3,Oui,11 %,297,30,F,2657,Célibataire,Consulting,Assistant de Direction,5,80,8,5,2,Oui,0,5,1,3,3,Entrepreunariat,Y,Occasionnel,0,4
4,3,3,4,3,3,E_298,3,Oui,18 %,298,41,F,13591,Célibataire,Commercial,Senior Manager,3,80,16,1,0,Non,0,3,1,6,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,2,1,3,2,E_299,3,Non,15 %,299,30,F,6696,Célibataire,Commercial,Cadre Commercial,5,80,9,6,3,Oui,0,5,1,26,4,Marketing,Y,Frequent,0,1
3,3,1,3,4,2,E_300,3,Non,14 %,300,29,M,2058,Célibataire,Consulting,Assistant de Direction,0,80,7,6,2,Oui,0,1,1,1,3,Entrepreunariat,Y,Occasionnel,1,5
4,2,3,4,4,3,E_302,3,Non,12 %,302,45,F,8865,Célibataire,Commercial,Cadre Commercial,6,80,23,19,7,Non,0,2,1,6,3,Transformation Digitale,Y,Aucun,12,8
4,3,2,1,4,3,E_303,3,Non,14 %,303,54,F,5940,Marié(e),Commercial,Cadre Commercial,2,80,16,6,2,Non,1,4,1,3,3,Marketing,Y,Occasionnel,0,5
4,3,2,2,4,4,E_304,3,Non,16 %,304,36,M,5914,Célibataire,Consulting,Consultant,8,80,16,13,11,Non,0,3,1,5,2,Infra & Cloud,Y,Occasionnel,3,7
3,2,1,2,4,3,E_305,4,Non,21 %,305,33,F,2622,Marié(e),Consulting,Assistant de Direction,6,80,7,3,2,Non,0,3,1,4,4,Transformation Digitale,Y,Occasionnel,1,1
2,3,3,4,3,3,E_306,3,Oui,14 %,306,37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,80,10,10,8,Non,3,1,1,11,3,Autre,Y,Frequent,0,7
1,3,3,3,3,2,E_307,3,Non,12 %,307,38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,80,17,16,10,Non,2,6,1,3,3,Infra & Cloud,Y,Occasionnel,5,13
3,1,2,3,4,3,E_308,3,Non,12 %,308,31,M,4345,Marié(e),Consulting,Tech Lead,0,80,6,5,4,Non,1,2,1,1,4,Transformation Digitale,Y,Aucun,1,4
3,2,1,4,1,3,E_309,3,Non,17 %,309,59,M,2177,Marié(e),Consulting,Assistant de Direction,3,80,7,1,0,Non,1,6,1,3,3,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,4,3,3,E_311,3,Non,17 %,311,37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,80,13,9,8,Non,1,2,1,4,4,Marketing,Y,Frequent,5,8
2,3,3,4,4,3,E_312,3,Non,14 %,312,29,F,7918,Marié(e),Commercial,Cadre Commercial,1,80,11,11,10,Non,1,5,1,1,1,Transformation Digitale,Y,Frequent,4,1
3,3,3,3,1,4,E_314,3,Non,14 %,314,35,F,8789,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Non,0,3,1,1,3,Marketing,Y,Frequent,0,8
3,2,1,4,3,2,E_315,3,Oui,13 %,315,29,M,2389,Célibataire,Consulting,Assistant de Direction,1,80,4,4,3,Oui,0,3,1,18,1,Transformation Digitale,Y,Occasionnel,0,1
3,2,1,4,2,2,E_316,3,Non,15 %,316,52,F,3212,Célibataire,Consulting,Consultant,7,80,6,2,2,Non,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,2,2
3,3,5,4,4,3,E_319,3,Non,11 %,319,42,M,19232,Marié(e),Consulting,Senior Manager,1,80,22,22,17,Non,0,3,1,4,2,Entrepreunariat,Y,Occasionnel,11,15
2,3,1,3,4,2,E_321,3,Non,17 %,321,59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,80,7,2,2,Non,0,2,1,6,2,Transformation Digitale,Y,Occasionnel,2,2
4,3,5,4,3,2,E_323,3,Non,11 %,323,50,F,19517,Divorcé(e),Commercial,Senior Manager,3,80,32,7,0,Non,1,3,1,1,4,Transformation Digitale,Y,Occasionnel,0,6
3,3,1,4,3,1,E_325,3,Oui,13 %,325,33,M,2436,Marié(e),Consulting,Consultant,5,80,8,5,4,Oui,1,2,1,14,3,Transformation Digitale,Y,Occasionnel,0,4
4,3,4,4,3,3,E_327,4,Oui,22 %,327,43,F,16064,Marié(e),Commercial,Senior Manager,5,80,22,17,13,Non,1,3,1,16,3,Marketing,Y,Occasionnel,1,9
1,3,1,1,1,4,E_328,4,Non,20 %,328,33,F,2707,Marié(e),Consulting,Consultant,7,80,13,9,7,Oui,0,3,1,2,2,Infra & Cloud,Y,Occasionnel,1,7
1,2,5,3,4,4,E_329,3,Oui,18 %,329,52,M,19068,Célibataire,Commercial,Senior Manager,1,80,33,33,7,Non,0,2,1,2,4,Infra & Cloud,Y,Aucun,15,12
3,3,1,2,1,3,E_330,3,Non,11 %,330,32,F,3931,Marié(e),Commercial,Représentant Commercial,2,80,6,4,3,Non,1,5,1,4,2,Infra & Cloud,Y,Occasionnel,1,2
4,2,1,3,4,1,E_331,3,Oui,14 %,331,32,M,3730,Célibataire,Consulting,Consultant,0,80,4,3,2,Oui,0,2,1,1,3,Infra & Cloud,Y,Occasionnel,1,2
3,3,1,3,3,3,E_332,3,Non,14 %,332,39,F,2232,Divorcé(e),Consulting,Consultant,7,80,7,3,2,Non,3,1,1,1,4,Transformation Digitale,Y,Occasionnel,1,2
3,3,2,4,1,3,E_333,3,Non,18 %,333,32,M,4465,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,Non,0,2,1,26,4,Marketing,Y,Aucun,2,2
3,3,2,1,1,2,E_334,3,Non,16 %,334,41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,80,17,1,0,Non,2,2,1,19,2,Infra & Cloud,Y,Occasionnel,0,0
1,3,2,4,1,3,E_335,3,Non,17 %,335,40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,80,9,9,8,Non,2,3,1,24,2,Entrepreunariat,Y,Occasionnel,4,7
3,4,5,4,3,3,E_336,3,Non,11 %,336,45,M,19202,Marié(e),Consulting,Senior Manager,0,80,25,24,0,Non,1,2,1,1,3,Autre,Y,Occasionnel,1,7
2,3,3,3,1,3,E_337,3,Non,12 %,337,31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,80,9,2,2,Non,1,3,1,3,4,Transformation Digitale,Y,Frequent,2,2
3,2,1,4,3,2,E_338,3,Non,13 %,338,33,F,2911,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,Non,1,2,1,5,4,Infra & Cloud,Y,Occasionnel,0,2
4,2,2,1,2,3,E_339,3,Non,13 %,339,34,M,5957,Marié(e),Consulting,Tech Lead,6,80,13,11,9,Non,1,3,1,2,4,Infra & Cloud,Y,Occasionnel,5,9
3,2,1,1,1,2,E_340,3,Non,14 %,340,37,F,3920,Marié(e),Consulting,Assistant de Direction,2,80,17,3,1,Non,1,2,1,1,2,Transformation Digitale,Y,Occasionnel,0,2
1,4,2,3,4,3,E_341,3,Non,17 %,341,45,M,6434,Marié(e),Consulting,Tech Lead,4,80,9,3,2,Non,1,1,1,7,4,Infra & Cloud,Y,Frequent,0,2
1,3,3,3,2,3,E_342,3,Non,11 %,342,37,M,10048,Divorcé(e),Consulting,Tech Lead,6,80,17,1,0,Oui,2,5,1,10,3,Transformation Digitale,Y,Frequent,0,0
3,3,3,3,4,3,E_343,4,Non,25 %,343,39,F,10938,Célibataire,Consulting,Manager,0,80,20,19,6,Non,0,1,1,2,4,Entrepreunariat,Y,Frequent,11,8
3,3,1,4,1,3,E_346,3,Non,19 %,346,29,M,2340,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,Non,0,1,1,15,3,Infra & Cloud,Y,Occasionnel,1,5
4,4,2,1,3,3,E_347,3,Oui,13 %,347,42,F,6545,Célibataire,Consulting,Assistant de Direction,3,80,10,3,2,Non,0,1,1,17,2,Infra & Cloud,Y,Occasionnel,0,2
4,3,2,4,4,3,E_349,3,Non,14 %,349,29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,80,10,3,2,Non,1,2,1,20,2,Marketing,Y,Occasionnel,0,2
1,3,2,3,4,3,E_350,3,Non,12 %,350,25,F,4898,Marié(e),Consulting,Tech Lead,0,80,5,4,2,Non,2,3,1,1,3,Infra & Cloud,Y,Occasionnel,1,2
4,2,1,1,3,3,E_351,3,Oui,11 %,351,42,F,2593,Divorcé(e),Consulting,Consultant,0,80,10,9,6,Non,1,4,1,2,3,Transformation Digitale,Y,Occasionnel,7,8
1,3,5,3,4,3,E_352,3,Non,19 %,352,40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,80,22,21,7,Non,1,5,1,2,2,Transformation Digitale,Y,Occasionnel,3,9
3,3,1,4,2,2,E_353,3,Non,11 %,353,51,M,2723,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,0,0,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,1,2,2,4,E_355,3,Non,11 %,355,31,M,3479,Célibataire,Consulting,Consultant,0,80,6,5,4,Oui,0,2,1,29,2,Transformation Digitale,Y,Frequent,1,4
2,4,1,2,3,1,E_359,4,Non,20 %,359,32,M,2794,Marié(e),Consulting,Consultant,1,80,5,5,1,Non,0,3,1,7,3,Infra & Cloud,Y,Frequent,0,3
4,2,2,4,4,3,E_361,3,Non,18 %,361,38,M,5249,Marié(e),Commercial,Cadre Commercial,3,80,13,8,7,Non,1,0,1,2,2,Infra & Cloud,Y,Aucun,7,5
4,2,2,1,4,3,E_362,3,Non,13 %,362,32,M,2176,Célibataire,Consulting,Consultant,4,80,9,6,2,Non,0,5,1,2,1,Entrepreunariat,Y,Occasionnel,0,4
3,1,4,2,2,2,E_363,3,Oui,12 %,363,46,F,16872,Marié(e),Commercial,Senior Manager,3,80,28,7,7,Non,1,2,1,2,3,Entrepreunariat,Y,Occasionnel,7,7
1,3,1,3,3,1,E_364,3,Non,11 %,364,28,M,3485,Célibataire,Consulting,Consultant,2,80,5,0,0,Oui,0,5,1,2,4,Infra & Cloud,Y,Occasionnel,0,0
1,2,2,2,2,3,E_366,3,Non,19 %,366,29,M,6644,Marié(e),Commercial,Cadre Commercial,2,80,10,0,0,Non,2,2,1,2,3,Transformation Digitale,Y,Occasionnel,0,0
2,2,2,4,2,3,E_367,4,Non,21 %,367,31,M,5582,Marié(e),Consulting,Manager,0,80,10,9,0,Non,1,2,1,23,3,Transformation Digitale,Y,Occasionnel,7,8
2,4,2,1,4,3,E_369,3,Non,12 %,369,25,M,4000,Divorcé(e),Consulting,Manager,1,80,6,6,3,Non,2,2,1,5,2,Infra & Cloud,Y,Aucun,1,5
3,3,4,4,2,3,E_372,3,Oui,14 %,372,45,M,13496,Marié(e),Consulting,Manager,0,80,21,20,7,Non,0,2,1,20,2,Transformation Digitale,Y,Occasionnel,4,10
4,3,1,4,3,3,E_373,3,Non,11 %,373,36,M,3210,Marié(e),Consulting,Consultant,0,80,16,15,13,Non,1,4,1,6,3,Infra & Cloud,Y,Occasionnel,10,11
4,3,5,1,3,3,E_374,3,Oui,14 %,374,55,M,19045,Célibataire,Consulting,Senior Manager,0,80,37,36,10,Non,0,2,1,1,3,Transformation Digitale,Y,Occasionnel,4,13
1,3,3,2,4,2,E_376,3,Oui,12 %,376,47,M,11849,Marié(e),Consulting,Senior Manager,1,80,10,10,7,Oui,1,2,1,29,4,Infra & Cloud,Y,Aucun,9,9
4,3,1,4,4,2,E_377,4,Non,23 %,377,28,M,2070,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,Non,1,3,1,9,3,Transformation Digitale,Y,Occasionnel,0,4
3,3,2,4,2,4,E_378,3,Non,14 %,378,37,M,6502,Marié(e),Commercial,Cadre Commercial,4,80,7,5,4,Non,1,5,1,6,4,Transformation Digitale,Y,Occasionnel,0,1
